list-none-m,1,1000,1,3000,814081,271,120649
list-none-m,2,1000,1,6000,1373547,228,683144
list-none-m,4,1000,1,12000,5021879,418,2896525
list-none-m,8,1000,1,24000,15319684,638,8035452
list-none-m,12,1000,1,36000,21802771,605,10211804
list-none-m,16,1000,1,48000,30196576,629,14571596
list-none-m,24,1000,1,72000,47459260,659,23279151
